,id,symbol,name,platform type,contract address
5746,scribe,scribe,Scribe,,
5747,scriv,scriv,SCRIV,,
5748,scroll-token,xd,Data Transaction Token,ethereum,0x24dcc881e7dd730546834452f21872d5cb4b5293
5749,scrv,scrv,sCRV,ethereum,0xd38aeb759891882e78e957c80656572503d8c1b1
5750,scry-info,ddd,Scry.info,ethereum,0x9f5f3cfd7a32700c93f971637407ff17b91c7342
5751,scrypta,lyra,Scrypta,,
5752,sdash,sdash,sDASH,ethereum,0xfe33ae95a9f0da8a845af33516edc240dcd711d6
5753,sdefi,sdefi,sDEFI,ethereum,0xe1afe1fd76fd88f78cbf599ea1846231b8ba3b6b
5754,sdot,sdot,sDOT,ethereum,0x1715ac0743102bf5cd58efbb6cf2dc2685d967b6
5755,sdusd,sdusd,SDUSD,neo,7146278a76c33fc6bb870fcaa428e3cdb16809ac
5756,sea-cucumber-chain,scc,Sea Cucumber Chain,ethereum,0xe6b75a1960f91bfa7010dec8543685ead67f8cff
5757,seadex,sead,SEADEX,ethereum,0x936862d34b930b85272f65e94d5b6ec469f95ff7
5758,sealblock-token,skt,SealBlock Token,ethereum,0x82bdfb4c6f488fc47700cef12c448a2f13f8ff4f
5759,sealchain,seal,Sealchain,,
5760,seal-finance,seal,Seal Finance,ethereum,0x33c2da7fd5b125e629b3950f3c38d7f721d7b30d
5761,sechain,snn,SeChain,ethereum,"0xf5717f5df41ea67ef67dfd3c1d02f9940bcf5d08, binance-smart-chain 0xa997e5aaae60987eb0b59a336dce6b158b113100"
5762,secret,scrt,Secret,,
5763,secret-erc20,wscrt,Secret (ERC20),ethereum,0x2b89bf8ba858cd2fcee1fada378d5cd6936968be
5764,securabyte-protocol,sbyte,Securabyte Protocol,binance-smart-chain,0x0fe3e956d2034bcef01fba8a2bfca389cdb72699
5765,secure-cash,scsx,Secure Cash,,
5766,secured-gold-coin,sgc,Secured Gold Coin,,
5767,secured-moonrat-token,smrat,Secured MoonRat Token,binance-smart-chain,0x68590a47578e5060a29fd99654f4556dbfa05d10
5768,secure-pad,sepa,Secure Pad,ethereum,0x10994aa2fb8e6ba5d9fb2bc127ff228c4fe6167f
5769,securus,xscr,Securus,,
5770,securypto,scu,Securypto,ethereum,0x8b8d971c8bc37f65a93c4609644fef0590af2fc7
5771,sedo-pow-token,sedo,SEDO POW TOKEN,ethereum,0x0f00f1696218eaefa2d2330df3d6d1f94813b38f
5772,seed2need,farm,Seed2Need,,
5773,seeder-network-token,SEED,Sesameseed,tron,1000001
5774,seedify-fund,sfund,Seedify.fund,binance-smart-chain,0x477bc8d23c634c154061869478bce96be6045d12
5775,seed-of-love,seol,SEED OF LOVE,ethereum,0xd907daeed4dae963b0e2442e330d1760d752a68e
5776,seeds,seeds,Seeds,eos,
5777,seedswap,snft,SeedSwap,ethereum,0xa3c4dc4a9ce2a6b40b57f25f8b50decc2c64dec2
5778,seedswap-token,seed,SeedSwap Token,fantom,0x12e62ceca188e4bc266d3844781c619638eccf29
5779,seed-venture,seed,Seed Venture,ethereum,0xc969e16e63ff31ad4bcac3095c616644e6912d79
5780,seele,seele,Seele,ethereum,0xb1e93236ab6073fdac58ada5564897177d4bcc43
5781,seen,seen,SEEN,ethereum,0xca3fe04c7ee111f0bbb02c328c699226acf9fd33
5782,seer,seer,Seer,ethereum,0x0f1ed66c251bcb52ecf7e67ac64bb72482048adb
5783,sefi,sefi,SEFI,ethereum,0x773258b03c730f84af10dfcb1bfaa7487558b8ac
5784,seigniorage-shares,share,Seigniorage Shares,ethereum,0x39795344cbcc76cc3fb94b9d1b15c23c2070c66d
5785,sekopay,seko,Sekopay,,
5786,sekuritance,skrt,Sekuritance,ethereum,0x887168120cb89fb06f3e74dc4af20d67df0977f6
5787,selenium,slc,Selenium,ethereum,0x2ac22ebc138ff127566f68db600addad7df38d38
5788,selfkey,key,SelfKey,ethereum,0x4cc19356f2d37338b9802aa8e8fc58b0373296e7
5789,self-storage-coin,stor,Self Storage Coin,ethereum,0xa3ceac0aac5c5d868973e546ce4731ba90e873c2
5790,semitoken,semi,Semitoken,ethereum,0x6d7917864003a9bb13cbbec8f1cdd4e36ddf6fc8
5791,semux,sem,Semux,,
5792,sendwhale,sendwhale,SendWhale,binance-smart-chain,0x91738a0142da163c87d2f6de484de02a7173f8b6
5793,sense,sense,Sense,eos,sensegenesis
5794,sensible-finance,sensi,Sensible Finance,binance-smart-chain,0x7869044d36ea75975b793ca4312608cc3817895b
5795,sensitrust,sets,Sensitrust,ethereum,0x04e0af0af1b7f0023c6b12af5a94df59b0e8cf59
5796,senso,senso,SENSO,ethereum,0xc19b6a4ac7c7cc24459f08984bbd09664af17bd1
5797,sentinel,dvpn,Sentinel,cosmos,
5798,sentinel-chain,senc,Sentinel Chain,ethereum,0xa13f0743951b4f6e3e3aa039f682e17279f52bc3
5799,sentinel-group,dvpn,Sentinel [OLD],ethereum,"0xa44e5137293e855b1b7bc7e2c6f8cd796ffcb037, polygon-pos 0x48e3883233461c2ef4cb3fcf419d6db07fb86cea"
5800,sentinel-protocol,upp,Sentinel Protocol,ethereum,0xc86d054809623432210c107af2e3f619dcfbf652
5801,sentivate,sntvt,Sentivate,ethereum,0x7865af71cf0b288b4e7f654f4f7851eb46a2b7f8
5802,seos,seos,sEOS,ethereum,0x88c8cf3a212c0369698d13fe98fcb76620389841
5803,sequence,seq,Sequence,,
5804,serenity,srnt,Serenity,ethereum,0xbc7942054f77b82e8a71ace170e4b00ebae67eb6
5805,sergey-save-link,ssl,SERGS Governance,ethereum,0x0d9227f9c4ab3972f994fccc6eeba3213c0305c4
5806,sergs,sergs,SERGS,ethereum,"0x79ba92dda26fce15e1e9af47d5cfdfd2a093e000, polygon-pos 0xc73a8f11ec303ed81000ac5eae94bf2d65b67dd6"
5807,serum,srm,Serum,ethereum,"0x476c5e26a75bd202a9683ffd34359c0cc15be0ff, solana SRMuApVNdxXokk5GT7XD5cUUgXMBCoAz2LHeuAoKWRt"
5808,serum-ecosystem-token,seco,Serum Ecosystem Token,solana,
5809,sessia,kicks,SESSIA,ethereum,0xd91a6162f146ef85922d9a15ee6eb14a00344586
5810,setc,setc,sETC,ethereum,0x22602469d704bffb0936c7a7cfcd18f7aa269375
5811,seth,seth,sETH,ethereum,0x5e74c9036fb86bd7ecdcb084a0673efc32ea31cb
5812,sether,seth,Sether,ethereum,0x78b039921e84e726eb72e7b1212bb35504c645ca
5813,set-of-sets-trailblazer-fund,mqss,Set of Sets Trailblazer Fund,ethereum,0x77b1465b0e01ba085e515324e30fee6555c623ea
5814,seur,seur,sEUR,ethereum,0xd71ecff9342a5ced620049e616c5035f1db98620
5815,sexcoin,sxc,Sexcoin,,
5816,sfb,sfb,sFB,ethereum,0xf50b5e535f62a56a9bd2d8e2434204e726c027fa
5817,sf-capital,sfcp,SF Capital,ethereum,0x8b6cda5cc518c904e8844f445e1a7c7d2db0ff16
5818,s-finance,sfg,S.Finance,ethereum,0x8a6aca71a218301c7081d4e96d64292d3b275ce0
5819,sfmoney,sfm,SFMoney,binance-smart-chain,0x3a66d3d2edb25182430d01b991bc6eac73ad5aa8
5820,sg20,sg20,SG20,ethereum,0x91a7769afcf796a3c8fff879ed80b10dd76d3ccd
5821,sgoog,sgoog,sGOOG,ethereum,0xc63b8ecce56ab9c46184ec6ab85e4771fea4c8ad
5822,shabu-shabu,kobe,Shabu Shabu,ethereum,0xcb4e8cafeda995da5cedfda5205bd5664a12b848
5823,shadetech,shd,Shadetech,ethereum,0x8a8221628361fa25294a83a172dd4f0133207b37
5824,shadows,dows,Shadows,ethereum,0x661ab0ed68000491d98c796146bcf28c20d7c559
5825,shadow-token,shdw,Shadow Token,,
5826,shard,shard,Shard Coin,ethereum,"0xbebdab6da046bc49ffbb61fbd7b33157eb270d05, binance-smart-chain 0xd8a1734945b9ba38eb19a291b475e31f49e59877"
5827,sharder-protocol,ss,Sharder protocol,ethereum,0xbbff862d906e348e9946bfb2132ecb157da3d4b4
5828,shardingdao,shd,ShardingDAO,ethereum,"0x5845cd0205b5d43af695412a79cf7c1aeddb060f, binance-smart-chain 0x5845cd0205b5d43af695412a79cf7c1aeddb060f"
5829,shardus,ult,Shardus,ethereum,"0x09617f6fd6cf8a71278ec86e23bbab29c04353a7, polygon-pos 0xf0059cc2b3e980065a906940fbce5f9db7ae40a7"
5830,share-2,share,Share,huobi-token,0x29e8e0055cd5c41bdff16a649be2d1e653901625
5831,shareat,xat,ShareAt,ethereum,0x01c8857057326b8f64dcb5cba6d802dcd132946e
5832,sharedstake-governance-token,sgt,SharedStake Governance Token,ethereum,"0x84810bcf08744d5862b8181f12d17bfd57d3b078, polygon-pos 0xdd418748fecfc870b7322b1d11402814f5ee55ab"
5833,sharering,shr,ShareToken,ethereum,0xd98f75b1a3261dab9eed4956c93f33749027a964
5834,sharkcoin,skn,Sharkcoin,,
5835,sharkyield,shark,SharkYield,binance-smart-chain,0x8a8350f957e00692388c033467ed204d624ee0b4
5836,sharpay,s,Sharpay,ethereum,0x96b0bf939d9460095c15251f71fda11e41dcbddb
5837,shd-cash,shdc,SHD Cash,tron,TAiSZ9wQ49jutDCCovHaAqs7KpExuJyqph
5838,sheesha-finance,sheesha,Sheesha Finance,binance-smart-chain,"0x232fb065d9d24c34708eedbf03724f2e95abe768, ethereum 0x232fb065d9d24c34708eedbf03724f2e95abe768"
5839,sheesh-it-is-bussin-bussin,sheesh,Sheesh it is bussin bussin,binance-smart-chain,0x7e5d52c3335c91af0da392bea4bb9e43f2aba62c
5840,sheeshmoon,smoo,SheeshMoon,binance-smart-chain,0x3b44e6d655226e79b3d2ac510c11b2637a9f50dd
5841,sheng,sheng,SHENG,ethereum,0x22ef3753e3658e81d5a0d0889ce078178fe66595
5842,shiba-bsc,shibsc,SHIBA BSC,binance-smart-chain,0xdf0816cc717216c8b0863af8d4f0fc20bc65d643
5843,shibacock,cock,Shibacock,binance-smart-chain,0x9fdce4bafccfc9e9dac362be6bb5fb5d2aba3a58
5844,shibacorgi,shico,ShibaCorgi,binance-smart-chain,0x092bbec1342afffd16cfb41b56343d5a299cdf0d
5845,shiba-cosmos,shibco,Shiba Cosmos,ethereum,"0xc5c43ad81e6c76eaa1f2dd92cb6a11ff6b6d09ea, polygon-pos 0x19334a0e0a6089d4014f82e9077ec1a27e27bfa1"
5846,shiba-inu,shib,Shiba Inu,ethereum,"0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce, polygon-pos 0x6f8a06447ff6fcf75d803135a7de15ce88c1d4ec, fantom 0x65e66a61d0a8f1e686c2d6083ad611a10d84d97a"
5847,shibaken-finance,shibaken,Shibaken Finance,ethereum,0xa4cf2afd3b165975afffbf7e487cdd40c894ab6b
5848,shiba-launch,shibal,Shiba Launch,ethereum,0x77f39c61ddac121ca1b24fdea984fab734fdce8f
5849,shiba-moon,shibm,Shiba Moon,binance-smart-chain,0x954be3e377661a2b01841e487ca294c4204dbb79
5850,shibapup,shibapup,ShibaPup,binance-smart-chain,0x8203612382f61bafae549fbf31efbf70992fa289
5851,shiba-swim,sswim,Shiba Swim,ethereum,0x6936f1dcd8c2e3a69469311a130858174f9f0a15
5852,shield,xsh,SHIELD,,
5853,shield-finance,shld,Shield Finance,ethereum,0xd49efa7bc0d339d74f487959c573d518ba3f8437
5854,shield-network,shild,Shield Network,binance-smart-chain,0x0e690ee6fcc26bc09fed2d2287268c23d4a81e42
5855,shield-protocol,shield,Shield Protocol,binance-smart-chain,0x60b3bc37593853c04410c4f07fe4d6748245bf77
5856,shift,shift,Shift,,
5857,shih-tzu,shih,Shih Tzu,ethereum,0x841fb148863454a3b3570f515414759be9091465
5858,shikokuaido,shokk,Shikokuaido,ethereum,0xec0bf0e934d092d31e769e8c9722ffbaa582db3b
5859,shill,posh,Shill,ethereum,0x685aea4f02e39e5a5bb7f7117e88db1151f38364
5860,shilling,sh,Shilling,,
5861,shinechain,she,ShineChain,ethereum,0x9064c91e51d7021a85ad96817e1432abf6624470
5862,shipchain,ship,ShipChain,ethereum,0xe25b0bba01dc5630312b6a21927e578061a13f55
5863,shipitpro,shpp,ShipItPro,ethereum,0x13b1e6b036ac0a1495f876313f92a0706cc10871
5864,shitcoin,shit,ShitCoin,ethereum,0xaa7fb1c8ce6f18d4fd4aabb61a2193d4d441c54f
5865,shitcoin-token,shit,Shitcoin Token,binance-smart-chain,0xe2e0f7b4a1116400e972c34996afaaabc4b8ada3
5866,shopaneum,spn,Shopaneum,binance-smart-chain,0xff749e976358791a3799262b8fccedf8d0888563
5867,shopping-io,spi,Shopping.io,ethereum,"0x9b02dd390a603add5c07f9fd9175b7dabe8d63b7, binance-smart-chain 0x78a18db278f9c7c9657f61da519e6ef43794dd5d, polygon-pos 0x068180071617528606371c31892ecbf2b70ac1d2"
5868,shorty,shorty,Shorty,,
5869,showcase-token,sho,Showcase Token,ethereum,"0xcc0014ccb39f6e86b1be0f17859a783b6722722f, polygon-pos 0x9e01e0a928588ae6e669b8d1f0f1fa4ab976f617"
5870,showhand,hand,ShowHand,ethereum,0x48c1b2f3efa85fbafb2ab951bf4ba860a08cdbb7
5871,shrimp-capital,shrmp,Shrimp Capital,binance-smart-chain,0xeeeeeeee82a747508b66431cfe9443ace4e30881
5872,shrimp-finance,shrimp,Shrimp Finance,ethereum,0x38c4102d11893351ced7ef187fcf43d33eb1abe6
5873,shrine-cloud-storage-network,SCDS,Shrine Cloud Storage Network,ethereum,0xb72c794effb775197287d767ca80c22ae9094cb5
5874,shroom-finance,shroom,Niftyx Protocol,ethereum,0xed0439eacf4c4965ae4613d77a5c2efe10e5f183
5875,shrooms,shrm,Shrooms,,
5876,shroud-protocol,shroud,ShroudX,,
5877,shuffle-monster,shuf,Shuffle Monster,ethereum,0x3a9fff453d50d4ac52a6890647b823379ba36b9e
5878,shuttleone,szo,ShuttleOne,ethereum,0x6086b52cab4522b4b0e8af9c3b2c5b8994c36ba6
5879,shyft-network-2,shft,Shyft Network,ethereum,0xcba3eae7f55d0f423af43cc85e67ab0fbf87b61c
5880,si14bet,si14,Si14Bet,ethereum,0x8b98df4dff429e64e9a56fc6eebe2380c6c3409c
5881,siacashcoin,scc,SiaCashCoin,ethereum,0x74fd51a98a4a1ecbef8cc43be801cce630e260bd
5882,siaclassic,scc,SiaClassic,,
5883,siacoin,sc,Siacoin,,
5884,siambitcoin,sbtc,SiamBitcoin,ethereum,0xb8e103b60a33597136ea9511f46b6dbeb643a3a5
5885,siaprime-coin,scp,ScPrime,,
5886,sibcoin,sib,SIBCoin,,
5887,sicash,sic,SICash,,
5888,sideshift-token,xai,SideShift Token,ethereum,0x35e78b3982e87ecfd5b3f3265b601c046cdbe232
5889,sienna-erc20,wsienna,Sienna [ERC-20],ethereum,0x9b00e6e8d787b13756eb919786c9745054db64f9
5890,sierracoin,sierra,Sierracoin,,
5891,sifchain,erowan,Sifchain,ethereum,"0x07bac35846e5ed502aa91adf6a9e7aa210f2dcbe, polygon-pos 0xa7051c5a22d963b81d71c2ba64d46a877fbc1821"
5892,signal-token,sig,Signal Token,ethereum,0x6888a16ea9792c15a4dcf2f6c623d055c8ede792
5893,signata,sata,Signata,ethereum,0x3ebb4a4e91ad83be51f8d596533818b246f4bee1
5894,signaturechain,sign,SignatureChain,waves,9sQutD5HnRvjM1uui5cVC4w9xkMPAfYEV8ymug3Mon2Y
5895,silkchain,silk,SilkChain,ethereum,0x4c1e085d8c2d2a8377834d0d7b38f12cc5b86898
5896,silvercashs,svc,Silvercashs,tron,1002182
5897,silver-coin,scn,Silver Coin,ethereum,0x8a65ab17324c155fac3e46ad33e9553d9165a252
5898,silver-gateway,svs,Silver Gateway,tron,THf9SU1PZaRwZu5dUpBi28WRD26id2vzcF
5899,silverway,slv,Silverway,ethereum,0x4c1c4957d22d8f373aed54d0853b090666f6f9de
5900,simba-storage-token,sst,SIMBA Storage Token,ethereum,0x2863916c6ebdbbf0c6f02f87b7eb478509299868
5901,simian-finance,sifi,Simian Finance,ethereum,"0x4afb0aac9b862946837b2444566b8a914d6d0d97, polygon-pos 0x41d36d3bd6297fe288e31c75de8b7453de9daf90"
5902,simplechain,sipc,SimpleChain,,
5903,simple-masternode-coin,smnc,Simple Masternode Coin,,
5904,simple-software-solutions,sss,Simple Software Solutions,,
5905,simple-token,ost,OST,ethereum,0x2c4e8f2d746113d0696ce89b35f0d8bf88e0aeca
5906,simplexchain,sxc,SimplexChain,,
5907,simplicity-coin,spl,Simplicity Coin,,
5908,simracer-coin,src,Simracer Coin,ethereum,0x16587cf43f044aba0165ffa00acf412631194e4b
5909,simulacrum,scm,Simulacrum,,
5910,sinelock,sine,Sinelock,ethereum,0xeb2c0e11af20fb1c41c6e7abe5ad214e48738514
5911,sinergia,sng,Sinergia,ethereum,0xcfd6ae8bf13f42de14867351eaff7a8a3b9fbbe7
5912,singulardtv,sngls,SingularDTV,ethereum,0xaec2e87e0a235266d9c5adc9deb4b2e29b54d009
5913,singularitydao,sdao,SingularityDAO,ethereum,0x993864e43caa7f7f12953ad6feb1d1ca635b875f
5914,singularitynet,agi,SingularityNET,ethereum,"0x8eb24319393716668d768dcec29356ae9cffe285, polygon-pos 0x800eb319e3f0e962d3ca8d625c871b8f1bdf2bc8"
5915,sinoc,sinoc,SINOC,ethereum,0xcba8162778e6a3eba60e1cf7c012b327340bd05d
5916,sint-truidense-voetbalvereniging,stv,Sint-Truidense Voetbalvereniging Fan Token,chiliz,0xd7dba30d643ef7b271ef06c3d8c0d5add46440ab
5917,siren,si,Siren,ethereum,0xd23ac27148af6a2f339bd82d0e3cff380b5093de
5918,sirin-labs-token,srn,Sirin Labs Token,ethereum,0x68d57c9a1c35f63e2c83ee8e49a64e9d70528d25
5919,sirius-bond,srsb,Sirius Bond,binance-smart-chain,0x738076a6cb6c30d906bcb2e9ba0e0d9a58b3292e
5920,sishi-finance,sishi,Sishi Finance,binance-smart-chain,0x8e8538c75f273ab2df6adeecd3622a9c314fccf3
5921,sixeleven,611,SixEleven,,
5922,six-network,six,SIX Network,stellar,SIX-GDMS6EECOH6MBMCP3FYRYEVRBIV3TQGLOFQIPVAITBRJUMTI6V7A2X6Z
5923,sjwcoin,sjw,SJWCoin,,
5924,skale,skl,SKALE,ethereum,0x00c83aecc790e8a4453e5dd3b0b4b3680501a7a7
5925,skillchain,ski,Skillchain,ethereum,"0x996dc5dfc819408dd98cd92c9a76f64b0738dc3d, binance-smart-chain 0x7f692c05058f1c77c87413a0591c7a237090da00"
5926,skinchain,skc,SKINCHAIN,ethereum,0x0fe156436f203b114c6c562cb1a2a81aa2801090
5927,skincoin,skin,SkinCoin,ethereum,0x2bdc0d42996017fce214b21607a515da41a9e0c5
5928,skin-rich,skin,SKIN RICH,,
5929,sklay,sklay,sKLAY,klay-token,0xa323d7386b671e8799dca3582d6658fdcdcd940a
5930,skraps,skrp,Skraps,ethereum,0xfdfe8b7ab6cf1bd1e3d14538ef40686296c42052
5931,skrumble-network,skm,Skrumble Network,ethereum,0x048fe49be32adfc9ed68c37d32b5ec9df17b3603
5932,skull,skull,Skull,ethereum,0xbcc66ed2ab491e9ae7bf8386541fb17421fa9d35
5933,skull-candy-shards,candy,Skull Candy Shards,ethereum,0x50eb346fc29a80d97563a50146c3fcf9423b5538
5934,skycoin,sky,Skycoin,,
5935,sky-dog-moon,sdm,Sky Dog Moon,binance-smart-chain,0x1c4a11536f7931fb292eb3f75eb64a7b8c677732
5936,skyhub,shb,SkyHub,,
5937,slam-token,slam,Slam Token,binance-smart-chain,0xcce7f9eb881248e04f2975a3fb3b62631ad9ee37
5938,slate,bytz,BYTZ,,
5939,sleepy-sloth,sleepy,Sleepy Sloth Finance,binance-smart-chain,0x86432b9bea373172c852d5bbab1c275fec3f15ae
5940,slimcoin,slm,Slimcoin,,
5941,slime-finance,slme,Slime Finance,binance-smart-chain,0x4fcfa6cc8914ab455b5b33df916d90bfe70b6ab1
5942,slink,slink,sLINK,ethereum,0xbbc455cb4f1b9e4bfc4b73970d360c8f032efee6
5943,slnv2,slnv2,SLNV2,,
5944,slothcoin,sloth,SlothCoin,,
5945,slt,slt,SLT,ethereum,0xe9f3cb0229eb8d0aaf03ec84883950134ed20ddc
5946,sltc,sltc,sLTC,ethereum,0xc14103c2141e842e228fbac594579e798616ce7a
5947,small-doge,sdog,Small Doge,ethereum,0x537edd52ebcb9f48ff2f8a28c51fcdb9d6a6e0d4
5948,smart-application-chain,sac,Smart Application Coin,ethereum,0xabc1280a0187a2020cc675437aed400185f86db6
5949,smartcash,smart,SmartCash,,
5950,smartcoin,smc,Smartcoin,,
5951,smartcredit-token,smartcredit,SmartCredit Token,ethereum,0x72e9d9038ce484ee986fea183f8d8df93f9ada13
5952,smart-dollar,sd,Smart Dollar,binance-smart-chain,0x69eb9dda7776dfa2fef16b61d0ada70f4bc1a3ca
5953,smartkey,skey,SmartKey,ethereum,0x06a01a4d579479dd5d884ebf61a31727a3d8d442
5954,smartlands,slt,Smartlands Network,stellar,SLT-GCKA6K5PCQ6PNF5RQBF7PQDJWRHO6UOGFMRLK3DYHDOI244V47XKQ4GP
5955,smartmesh,smt,SmartMesh,ethereum,0x21f15966e07a10554c364b988e91dab01d32794a
5956,smart-mfg,mfg,Smart MFG,ethereum,0x6710c63432a2de02954fc0f851db07146a6c0312
5957,smartofgiving,aog,smARTOFGIVING,ethereum,0x8578530205cecbe5db83f7f29ecfeec860c297c2
5958,smartshare,ssp,Smartshare,ethereum,0x624d520bab2e4ad83935fa503fb130614374e850
5959,smart-trade-coin,trade,Smart Trade Coin,ethereum,0x40e45890dff79e7d533797d964e64a2c0121f49a
5960,smart-trade-networks,stn5,Smart Trade Networks,ethereum,0x55150e8378b81f930f310d4b62ab7e1252c30b9b
5961,smart-valor,valor,Smart Valor,ethereum,0x297e4e5e59ad72b1b0a2fd446929e76117be0e0a
5962,smartway-finance,smart,Smartway.Finance,tron,
5963,smartworth,smartworth,Smartworth,binance-smart-chain,0xd50787a5f21bcc10c1a738e7de33001786c5fc24
5964,smartx,sat,SmartX,ethereum,0x1f0f468ee03a6d99cd8a09dd071494a83dc1c0e5
5965,smaugs-nft,smg,Smaugs NFT,binance-smart-chain,0x6bfd576220e8444ca4cc5f89efbd7f02a4c94c16
5966,smilecoin,sec,Smilecoin,ethereum,0x75d669c53142302c8826d16b5689bffad50a7e18
5967,smile-token,smile,Smile Token,binance-smart-chain,0x1cd137eb5bdf426aae58c3ed80383f74e42d9bf2
5968,smileycoin,smly,Smileycoin,,
5969,smol,smol,smol,ethereum,0x2216e873ea4282ebef7a02ac5aea220be6391a7c
5970,smooth-love-potion,slp,Smooth Love Potion,ethereum,0xcc8fa225d80b9c7d42f96e9570156c65d6caaa25
5971,smoothy,smty,Smoothy,ethereum,"0xbf776e4fca664d791c4ee3a71e2722990e003283, binance-smart-chain 0xbf776e4fca664d791c4ee3a71e2722990e003283"
5972,smpl-foundation,smpl,SMPL Foundation,ethereum,0x8bf92cad232f72a7c61eb42e9185e8d0ea470f6b
5973,snapparazzi,rno,Earneo,binancecoin,
5974,snetwork,snet,Snetwork,ethereum,0xff19138b039d938db46bdda0067dc4ba132ec71c
5975,snflx,snflx,sNFLX,ethereum,0x5a7e3c07604eb515c16b36cd51906a65f021f609
5976,snglsdao-governance-token,sgt,snglsDAO Governance Token,ethereum,0xc4199fb6ffdb30a829614beca030f9042f1c3992
5977,snodecoin,snd,SnodeCoin,,
5978,snoop-doge,snoge,Snoop Doge,ethereum,0x072c46f392e729c1f0d92a307c2c6dba06b5d078
5979,snovio,snov,Snovian.Space,ethereum,0xbdc5bac39dbe132b1e030e898ae3830017d7d969
5980,snowballtoken,snowball,Snowball Token,binance-smart-chain,0x764b602c261a929b45f9fe7a4eabf4a9f8470458
5981,snowball-token,snob,Snowball,avalanche,0xc38f41a296a4493ff429f1238e030924a1542e50
5982,snowblossom,snow,SnowBlossom,,
5983,snowgecoin,snowge,SnowgeCoin,binance-smart-chain,0x5e9280d53f28281ce098c8f64e49f5f5dc9ea185
5984,snowgem,tent,TENT,,
5985,snowswap,SNOW,Snowswap,ethereum,"0xfe9a29ab92522d14fc65880d817214261d8479ae, polygon-pos 0x33c9f7c0afe2722cb9e426360c261fb755b4483d"
5986,soak-token,soak,Soak Token,binance-smart-chain,0x849233ff1aea15d80ef658b2871664c9ca994063
5987,soar,skym,SkyMap,ethereum,0x7297862b9670ff015192799cc849726c88bf1d77
5988,soar-2,soar,Soar,ethereum,"0xbae5f2d8a1299e5c4963eaff3312399253f27ccb, polygon-pos 0xfdc99999c4139f953a3af41de986687275bd4f4b"
5989,soba-token,soba,SOBA Token,ethereum,0x65032604dab202aff9adf89300cdb4bd0d059f55
5990,social-finance,sofi,Social Finance,ethereum,0xaea5e11e22e447fa9837738a0cd2848857748adf
5991,social-good-project,sg,SocialGood,ethereum,0xddf7fd345d54ff4b40079579d4c4670415dbfd0a
5992,sociall,scl,Sociall,ethereum,0xd7631787b4dcc87b1254cfd1e5ce48e96823dee8
5993,social-rocket,rocks,Social Rocket,ethereum,"0x0829d2d5cc09d3d341e813c821b0cfae272d9fb2, polygon-pos 0x434b5acf47e2883fc83d326d69f32965945c1f3d"
5994,social-send,send,Social Send,,
5995,society-of-galactic-exploration,sge,Society of Galactic Exploration,ethereum,0xab456bdb0a373bbac6c4a76176e9f159cacd5752
5996,socketfinance,sfi,SocketFinance,ethereum,0xa6312567e419e73951c451feaba07b6d74a0e8ce
5997,soda-coin,soc,SODA Coin,,
5998,soda-token,soda,Soda Token,ethereum,0x7afb39837fd244a651e4f0c5660b4037214d4adf
5999,soft-bitcoin,sbtc,Soft Bitcoin,ethereum,0x309013d55fb0e8c17363bcc79f25d92f711a5802
6000,softchain,scc,SoftChain,ethereum,0x86696431d6aca9bae5ce6536ecf5d437f2e6dba2
6001,softlink,slink,Soft Link,ethereum,0x10bae51262490b4f4af41e12ed52a0e744c1137a
6002,soft-yearn,syfi,Soft Yearn,ethereum,0x322124122df407b0d0d902cb713b3714fb2e2e1f
6003,soga-project,soga,SOGA Project,,
6004,soge,soge,SOGE,ethereum,"0x41933422dc4a1cb8c822e06f12f7b52fa5e7e094, polygon-pos 0xe38eb5a707d9a09757246dc37df11b35e47ba782"
6005,solace-coin,solace,Solace Coin,,
6006,solana,sol,Solana,,
6007,solanium,slim,Solanium,solana,xxxxa1sKNGwFtw2kFn8XauW9xq8hBZ5kVtcSesTT9fW
6008,solar-dao,sdao,Solar DAO,ethereum,0x646cec6ee42d258336165cbbd5deb4af14f0f476
6009,solareum,slrm,Solareum,ethereum,0x56ee8c9bd1d445a3324ad83e86d8be309db8f85d
6010,solarfare,slf,Solarfare,binance-smart-chain,0x32089eaffaf278c82cda2c8d37e7b6b6fabbaaf2
6011,solaris,xlr,Solaris,,
6012,solarite,solarite,Solarite,ethereum,0x930ed81ad809603baf727117385d01f04354612e
6013,solarys,sola,Solarys,binance-smart-chain,0xdb8469dfe691b4521df510938c8a822db575fc83
6014,solbit,sbt,SOLBIT,,
6015,soldo,sld,Soldo,,
6016,solfarm,tulip,SolFarm,solana,TuLipcqtGVXP9XR62wM8WWCm6a9vhLs7T1uoWBk6FDs
6017,solidus,slds,Solidus,,
6018,solo-coin,solo,Sologenic,,
6019,solomon-defi,slm,Solomon Defi,ethereum,0x07a0ad7a9dfc3854466f8f29a173bf04bba5686e
6020,solrise-finance,slrs,Solrise Finance,solana,
6021,solstarter,sos,Solstarter,solana,
6022,solve-care,solve,SOLVE,ethereum,0x446c9033e7516d820cc9a2ce2d0b7328b579406f
6023,sombe,sbe,Sombe,,
6024,somesing,ssx,SOMESING,icon,
6025,somidax,smdx,SOMIDAX,ethereum,0x7e8539d1e5cb91d63e46b8e188403b3f262a949b
